152,102,40,67
152,102,40,67
152,103,40,67
153,103,40,67
153,105,40,67
154,105,40,67
154,107,40,67
151,107,40,67
147,109,40,67
144,111,40,67
140,111,40,67
135,108,40,67
131,107,40,67
133,106,40,67
136,106,40,67
138,103,40,67
143,102,40,67
150,104,40,67
158,105,40,67
163,108,40,67
171,112,40,67
179,116,40,67
186,117,40,67
190,116,40,67
189,113,40,68
192,113,41,70
191,113,43,72
185,111,44,73
185,111,44,73
182,108,45,75
179,104,45,75
175,99,45,75
166,94,45,75
161,92,46,77
154,93,46,77
144,90,46,77
139,87,46,77
132,84,46,77
127,83,47,79
118,84,47,79
113,87,48,81
108,91,48,81
105,95,48,81
102,96,48,81
103,99,48,81
104,99,49,83
107,103,51,85
109,107,51,85
107,106,52,87
107,104,53,89
104,98,54,91
99,92,54,91
100,89,56,94
103,91,56,94
104,91,56,94
104,93,56,94
106,94,56,94
111,92,57,96
117,91,59,98
124,91,60,101
133,91,62,103
140,87,63,106
141,83,63,106
140,80,65,109
142,83,65,109
148,83,65,109
155,83,65,109
162,86,65,109
166,90,65,109
173,94,65,109
182,98,65,109
191,102,65,109
200,97,65,109
209,101,65,109
217,99,65,109
222,99,65,109
226,99,65,109
225,100,65,109
225,101,65,109
223,101,65,109
220,96,65,109
216,91,65,109
209,90,65,109
201,92,63,106
200,91,62,104
198,88,60,102
193,85,59,99
187,81,58,97
185,77,57,95
177,72,55,93
169,69,54,91
161,69,53,89
151,67,52,87
144,67,51,85
138,69,50,83
132,70,48,82
130,68,47,80
125,69,46,78
122,70,45,76
113,71,44,75
108,72,43,73
107,71,42,71
100,68,42,71
90,65,42,70
84,61,42,70
78,56,42,70
76,53,42,70
74,50,42,70
73,48,42,70
70,46,42,70
68,45,42,70
67,45,42,70
69,44,42,70
72,44,42,70
74,47,42,70
77,49,42,70
86,51,42,70
92,52,42,70
96,53,42,70
100,51,42,70
110,52,42,70
120,55,42,70
129,55,43,72
139,53,44,73
150,56,44,73
157,54,45,75
167,52,46,77
176,55,46,77
182,53,47,79
188,54,48,81
190,53,48,81
193,52,48,81
190,49,48,81
187,45,48,81
177,36,48,81
165,25,48,81
155,17,48,81
147,17,48,81
141,22,48,81
137,29,48,81
135,32,48,81
131,33,48,81
126,34,48,81
121,35,48,81
108,32,48,81
97,31,48,81
91,31,48,81
84,29,48,81
76,25,48,81
69,22,48,81
62,21,48,81
54,24,48,81
48,23,48,81
41,24,48,81
38,26,49,83
36,26,49,83
34,24,49,83
33,20,49,83
39,16,49,83
46,14,49,83
53,12,49,83
60,11,49,83
66,11,49,83
71,11,49,83
79,16,49,83
85,18,49,83
92,20,49,83
98,26,49,83
107,34,49,83
113,34,51,85
116,41,51,85
125,43,52,87
134,56,52,87
141,63,53,89
146,82,53,89
154,85,53,89
159,87,53,89
158,97,53,89
161,106,53,89
163,106,53,89
164,107,53,89
166,116,54,92
168,121,56,94
177,132,56,94
182,139,56,94
194,147,55,92
189,140,56,94
181,133,57,96
181,126,59,99
172,118,60,101
162,116,62,104
152,114,63,106
138,109,65,109
120,102,65,109
109,98,65,109
105,93,65,109
97,87,66,112
92,82,66,112
90,78,66,112
88,79,66,112
85,84,65,109
79,88,64,107
77,90,64,107
70,90,62,105
68,91,61,102
73,93,60,100
82,96,58,98
88,100,58,98
94,102,58,98
109,107,58,98
119,108,60,100
132,108,61,103
140,107,63,105
147,105,64,108
159,108,64,108
174,110,66,111
191,106,67,113
210,100,69,116
222,93,71,119
228,86,71,119
236,79,73,122
232,76,73,122
224,76,73,122
215,74,73,122
205,73,73,122
190,73,73,122
171,73,73,122
157,75,73,122
145,76,71,119
132,75,69,117
120,75,69,117
107,77,69,117
94,79,69,117
79,82,69,117
63,80,69,117
53,84,69,117
50,83,69,117
54,83,69,117
67,86,69,117
78,91,71,120
91,93,73,123
104,97,75,126
117,94,77,129
127,99,79,132
146,106,79,132
136,107,79,132
107,100,80,135
95,100,82,139
102,96,85,142
119,92,85,142
127,99,85,142
213,87,85,142
209,83,83,139
196,84,83,139
180,91,81,136
168,91,79,133
152,89,77,130
142,89,76,127
134,84,74,124
123,81,72,122
114,78,71,119
105,72,69,116
90,67,68,114
81,65,66,111
72,61,66,111
65,58,66,111
61,56,66,111
61,56,66,111
65,63,65,109
69,63,63,107
71,62,62,104
